species,k_M,R_i,r_B,kap_R,k_J,Ww_i
Acentrogobius_pflaumii,0.01043069784450832,10.086385733337881,0.0010202142557838726,0.95,0.002,192.19567590139113
Acentrogobius_viridipunctatus,0.003977026750816174,3.007007738618196,0.0019034675650266928,0.95,0.002,59.211361981997314
Achatina_achatina,0.005970219880753336,0.823704879347131,0.0033979320080087436,0.475,0.002,139.667739199619
Achirus_mazatlanus,0.006052434999892345,92.96348671615463,0.0024419634667173576,0.95,0.0018044,227.2302380859927
Achoerodus_gouldii,0.0020304860340937107,1139.4880343906127,0.0002667853344501247,0.95,0.0017483,18853.47943560222
Achoerodus_viridis,0.0010875409268994404,16715.581521110013,0.0003156377574859556,0.95,0.0003253,3305.5551873687527
Achondrostoma_arcasii,0.003673499216759189,11.939544847877078,0.0004447909036336365,0.95,0.002,335.39025191196754
Acinonyx_jubatus,0.10523579110117384,0.006104451706704292,0.004843840193968645,0.95,0.002,43988.54413106344
Acipenser_baerii,0.004052753782529036,989.9010212126444,0.00010773695965254039,0.95,0.002,114613.06297020802
Acipenser_brevirostrum,0.004035677227463407,269.96172871815253,0.0002171631028691347,0.95,0.002,23496.45080429114
Acipenser_dabryanus,0.004610354285529872,357.7833952032391,0.000210181951918918,0.95,0.002,126932.92423237284
Acipenser_fulvescens,0.0028821153158547644,1593.6084640716695,0.0001290540217436032,0.95,0.002,130543.38504224035
Acipenser_gueldenstaedtii,0.012073410368159305,534.569716111272,0.0002573844532398689,0.95,0.002,110703.1506890231
Acipenser_medirostris,0.0027582929747279506,641.1092678955888,0.00020693170318457276,0.95,0.002,100957.61653094723
Acipenser_nudiventris,0.001810202222917793,1183.282888655396,0.00018749135159563943,0.95,0.00054345,74747.7077360618
Acipenser_oxyrinchus,0.004910833318885232,21080.11221035809,0.00028397254368887025,0.95,0.002,415357.2256208969
Acipenser_persicus,0.002351386099604352,296.8529815666792,0.0003284871778992996,0.95,0.002,65059.25120093384
Acipenser_ruthenus,0.002249312026784916,784.7377663619063,0.0002861198980149435,0.95,0.002,5944.427727042912
Acipenser_schrenckii,0.003357860122090586,889.30261384437,0.00012035278169063428,0.95,0.002,191889.26374115364
Acipenser_sinensis,0.015102017400725188,3578.8814918752405,0.0005197414242303777,0.95,0.002,363462.5586232552
Acipenser_stellatus,0.004290870700606074,200.909531095211,0.00027274162553158677,0.95,0.002,76400.23580734804
Acipenser_sturio,0.0033027522935779817,2486.2894891917385,0.00020939833383741598,0.95,0.002,466620.5301906833
Acipenser_transmontanus,0.0014106410973921538,6445.69595666605,0.00010581890548920774,0.95,0.00040548,801514.7756975783
Acomys_cahirinus,0.28193463567946403,0.02834321598114258,0.03716572389131888,0.95,0.002,44.43103215061733
Acomys_russatus,0.2817075546662826,0.006765454328429419,0.01657820375543531,0.95,0.001937,54.19488158963821
Acomys_spinosissimus,1.1840842013178856,0.02457513843450284,0.03238289267450906,0.95,0.002029,30.829817454508714
Acomys_subspinosus,1.2459264411779196,0.028515736954358342,0.05333534065004313,0.95,0.002,25.690167879628696
Aconaemys_fuscus,0.2828693549635527,0.010481365178744843,0.025114520947527752,0.95,0.002,112.029646733752
Acontias_meleagris,0.005775893119103874,0.008103874905306062,0.001272063871700539,0.95,0.002,586.3387976045906
Acreichthys_tomentosus,0.004167538842992225,231.49117720939685,0.001915867658299409,0.95,0.002,65.79604420723183
Acridotheres_cristatellus,0.15411263070740155,0.011599235741260563,0.03905819706692232,0.95,0.04585,118.90982889960591
Acridotheres_tristis,0.10090501997148098,0.036785351034324267,0.03129204433053155,0.95,0.03017,113.41882445109587
Acrobates_pygmaeus,0.034073867480971354,0.01645847126625303,0.012808347620217419,0.95,0.002,13.073139444610375
Acrocephalus_arundinaceus,0.13735421102168527,0.013791216237693025,0.04991249066193912,0.95,0.039189,25.591282174608086
Acrocephalus_bistrigiceps,0.3943082903105418,0.013670802712905822,0.08000061072660071,0.95,0.002,8.286582835117557
Acrocephalus_melanopogon,0.15587140059603924,0.010903469347328887,0.06529929598652663,0.95,0.046512,13.006092961283244
Acrocephalus_orientalis,0.41256507669167686,0.015199756145546068,0.052657901986297065,0.95,0.002,25.84065867478434
Acrocephalus_palustris,0.12496666974092714,0.011984141508635186,0.06170937116936314,0.95,0.037275,12.701304440485801
Acrocephalus_schoenobaenus,0.5136888478007331,0.015092197023684967,0.07983521495201078,0.95,0.002,11.619158466049464
Acrocephalus_scirpaceus,0.09373567725166172,0.01068139162966037,0.05737014666459964,0.95,0.028007,11.566470200616138
Acrocheilus_alutaceus,0.003073752512154394,16.024740059657077,0.0005943070095361463,0.95,0.002,347.2352812100527
Acrocodia_indica,0.056412691866637936,0.0013444603553257987,0.004058602879440378,0.95,0.002,431228.31102866173
Acroperus_harpae,0.18060379012404257,0.2145432743359809,0.021000743399125568,0.95,0.002,7.868595054513399e-5
Acrossocheilus_fasciatus,0.002613024222234363,5.246469058389471,0.00042236361330840843,0.95,0.00077365,69.80270010563194
Acroteriobatus_annulatus,0.0027420883499498917,0.024686753674176724,0.00038051075788667966,0.95,0.0020009,8014.460520161332
Actinemys_marmorata,0.0057772830029210725,0.02589125427252293,0.0005746734052729852,0.95,0.002,551.2518513807879
Actinia_equina,0.008609178530551117,144.67045027316914,0.0023564029024378047,0.95,0.0025803,55.73575161416627
Actinonaias_ligamentina,0.00631347084884237,4242.21567544499,0.0002691595098064753,0.95,0.002,175.77199785262746
Actitis_macularius,0.07879996463155187,0.01929342606052906,0.03541813240954868,0.95,0.023743,45.70246116249738
Acyrthosiphon_pisum,0.003964935940660823,10.11337286398124,0.0006173378878428329,0.95,0.002,0.006109744967935037
Acyrtops_beryllinus,0.008525587294351164,0.3565951838493439,0.004776185704205115,0.95,0.002,0.10870458095093277
Adamussium_colbecki,0.009353217929062583,169466.79338300152,0.0003233844136373755,0.95,0.002,56.210093551487034
Addax_nasomaculatus,0.0054389348174901375,0.0026225536495325962,0.004414636798434694,0.95,0.002,92756.86531871726
Adelomelon_beckii,0.01707720033590605,2.2752624074936008,0.00012699066180171933,0.95,0.002,3893.283248977045
Adelomelon_brasiliana,0.010727254172313858,3.8145597128275766,0.0002921009227937759,0.95,0.002,771.0232198901397
Adelomyia_melanogenys,1.6308206659884754,0.005597514994364353,0.08913057118758425,0.95,0.002,2.712475816035047
Aegithalos_caudatus,1.2579068850837918,0.027039895146978694,0.09481066985498371,0.95,0.002,7.956882075028357
Aegithina_lafresnayei,0.5618341390256018,0.008224421427298657,0.05701861036508247,0.95,0.002,18.247735260073704
Aegithina_tiphia,0.3431323751880516,0.009522708260623878,0.06563306550473087,0.95,0.002,13.621435573475825
Aegolius_acadicus,0.07272467539214501,0.013490151158939187,0.02017558632992507,0.95,0.022268,123.00798879412291
Aegolius_funereus,0.06894087195013156,0.00942900346040032,0.020714566801115664,0.95,0.020769,117.0055839223828
Aegopinella_epipedostoma,0.03931621064687017,0.09570274139688155,0.009661055579171681,0.475,0.002,0.16897525884614514
Aegotheles_cristatus,0.13057890668637864,0.01098467067639435,0.0264680636507225,0.95,0.0393,60.06109741474612
Aeorestes_cinereus,0.4342754752828518,0.005026475878473147,0.018876764776301992,0.95,0.002,32.184318185411364
Aepyceros_melampus,0.0038011369444311545,0.005303292960886172,0.0030383037730041607,0.95,0.002,42882.7251293343
Aepyprymnus_rufescens,0.13515500177727377,0.006776119585418666,0.006176740920950131,0.95,0.002,3705.0057833251262
Aequipecten_opercularis,0.016519521016301802,37.64358733930262,0.001525779296098864,0.475,0.002,106.73186631453133
Aequiyoldia_eightsii,0.0076299303645653805,48.63015822750684,0.0004635130627590266,0.95,0.002,5.256016054533683
Aerodramus_bartschi,0.02591997747641622,0.002737637088638585,0.0201109819370905,0.95,0.0077683,8.210854528735029
Aerodramus_brevirostris,0.0954867807870317,0.0053447884491595815,0.029318547606989494,0.95,0.028103,13.307523772163233
Aerodramus_fuciphagus,0.038456234685016966,0.00960754950409361,0.02318948648639866,0.95,0.011567,11.739204136321696
Aerodramus_hirundinaceus,0.06899054204457788,0.002708155340614843,0.022131770503697884,0.95,0.019924,10.366479086409987
Aerodramus_maximus,0.11613413118086992,0.0047159211035525325,0.027620619452730852,0.95,0.03622,17.48931122530423
Aerodramus_spodiopygius,0.055530829017902135,0.009419564793887792,0.02177949053230882,0.95,0.016883,12.140977898946398
Aerodramus_vanikorensis,0.20038356178584293,0.004072122709568975,0.04224908863173762,0.95,0.002,10.601760699818964
Aeronautes_saxatalis,0.07493557662033182,0.011749517474810033,0.016545146324830957,0.95,0.022836,45.150799235030966
Aethaloperca_rogaa,0.0013742307214542446,1894.8735651626691,0.0007298761124762097,0.95,0.0004249,4525.344805996391
Aethia_cristatella,0.2579826802136711,0.0027927689027449996,0.02390109979194378,0.95,0.0772,277.1781386428423
Aethia_psittacula,0.0697942487382688,0.002776141220896088,0.02002973646070757,0.95,0.020985,267.0429276540499
Aethia_pusilla,0.05788381116715407,0.00284591762505565,0.02669650483785024,0.95,0.017279,87.28859627066467
Aethia_pygmaea,0.06677587855903186,0.0028170352167660073,0.023886041762910103,0.95,0.020551,112.56104260673109
Aethomyias_papuensis,0.33803692202303764,0.0027525794879071554,0.07058891463620724,0.95,0.002,11.080182221479388
Aethomyias_perspicillatus,1.5388448364145122,0.01900923867075007,0.10901801127092606,0.95,0.002,8.929655487950177
Aethomys_chrysophilus,0.193178388518041,0.06806090306875824,0.021178599383294038,0.95,0.002,139.07049777462544
Aethomys_hindei,0.2315399183031519,0.0068568864674439815,0.01736201131622091,0.95,0.002,195.8072576128451
Aethomys_kaiseri,0.19798438890997996,0.021339024778157533,0.03232358997697,0.95,0.002,131.2210982067781
Aethopyga_christinae,1.113319990438873,0.00822142653069063,0.09149581620502147,0.95,0.002,5.606697278630945
Aethopyga_siparaja,0.9620516995647801,0.00634414492153905,0.1010270355964969,0.95,0.002,7.124306223682833
Aethotaxis_mitopteryx,0.1135770605640429,8.31980873328791,0.0006271488875243714,0.95,0.002,274.44310406529564
Aetobatus_flagellum,0.0027154308640190577,0.010939589110913538,0.0006591145400662269,0.95,0.002,29949.955770488068
Aetobatus_narinari,0.0032089782406711166,0.01132337999287048,0.0006090712664367167,0.95,0.002,127941.64218335769
Aetomylaeus_bovinus,0.003617881168824329,0.016438213842667106,0.0003242631449805119,0.95,0.002,113828.93124173331
Afrotis_afra,0.20302649095354672,0.004111535476453124,0.024979385260377303,0.95,0.060204,698.0167061380192
Agalychnis_callidryas,0.0017977741281220599,0.27378201541897956,0.0009554432811655976,0.95,0.00053624,57.5068899932112
Agama_impalearis,0.05471070516482216,0.07633298202799807,0.0036560648584837417,0.95,0.002,70.61393635807886
Agapornis_fischeri,0.24028469302368402,0.015052946977870256,0.03821207822230089,0.95,0.002,53.180897815427635
Agapornis_personatus,0.07498406085788792,0.01450586520620673,0.03606750060320821,0.95,0.022258,51.464832326461256
Agapornis_roseicollis,0.0686183798868293,0.0133614638019125,0.029200794182551365,0.95,0.020956,56.57257805233326
Agelaioides_badius,0.07580394469251993,0.011082806444785074,0.04889498399628763,0.95,0.022508,44.56526349963455
Agelaius_phoeniceus,0.12999731015897362,0.014261671885448857,0.05573079237669303,0.95,0.038832,40.25687668690843
Agkistrodon_piscivorus,1.3935984302226412,0.021914477174928296,0.004542388264330689,0.95,0.002,2965.091211644996
Aglaeactis_castelnaudii,0.3912458371519291,0.0055805809259375,0.06071291183606201,0.95,0.002,6.146277761943117
Aglaeactis_cupripennis,0.8659736623270856,0.005358865745112175,0.06488357752777082,0.95,0.002,7.829629068055416
Aglaoctenus_lagotis,0.005670006074869605,2.765223106697658,0.0027900144004106104,0.95,0.002,0.7345583843803604
Agonus_cataphractus,0.021502294647647476,5.1197277544359165,0.0008747836351265637,0.95,0.002,91.80840441225415
Agosia_chrysogaster,0.04751136472247236,2.1740402445220233,0.0034102733104705942,0.95,0.002,10.948397433623311
Ailia_coila,0.002793008194371879,1435.2962638705737,0.0011711792302179797,0.98,0.002,208.76738524499785
Ailuroedus_crassirostris,0.051410404058370614,0.006875827969755681,0.025878818280603847,0.95,0.015234194913439282,180.33634150925164
Ailuropoda_melanoleuca,0.021294626137915166,0.0012606837803059942,0.002991865473077512,0.95,0.002,134994.1564536814
Ailurus_fulgens,0.05920220608039208,0.005573333305682043,0.007332391922971644,0.95,0.002,4117.87260004069
Aix_galericulata,0.05614190401244379,0.02606365176877102,0.017902425509895147,0.95,0.016784,539.5738310699157
Aix_sponsa,0.1004916680862514,0.049577227933727916,0.0184244253842015,0.95,0.002,613.6208384639662
Akletos_goeldii,0.4872164895084291,0.004759996502412572,0.05409696398492511,0.95,0.002,43.49220408593029
Akodon_albiventer,0.28192677937923927,0.024712364877742633,0.031157677183625093,0.95,0.002,35.93862947615846
Akodon_azarae,1.257525368626576,0.017548117555221843,0.047862961451526825,0.95,0.002,25.406699416559263
Akodon_dolores,0.19836134719015697,0.13038480189746898,0.02635496165975278,0.95,0.002,49.6947612834041
Akodon_molinae,0.2927363201471155,0.1299519806820269,0.028750734905129253,0.95,0.002,54.238545822026424
Alaemon_alaudipes,0.4587485405680481,0.00817487200627887,0.0505579973018894,0.95,0.002,37.12566675821573
Alaskozetes_antarcticus,0.030910710526315787,0.00039371407695650587,4.440483789545016e-5,0.95,0.002,0.00017887415057871915
Alasmidonta_heterodon,0.006210263611074314,7.636838193933829,0.001136890749885007,0.95,0.002,3.6463973760626307
Alauda_arvensis,0.06380535298985333,0.01636505554275447,0.06096340242805007,0.95,0.019177,25.230009778995022
Alaudala_rufescens,0.6019601714344923,0.009587992117980787,0.06640956303888042,0.95,0.002,24.44144137570097
Albatrossia_pectoralis,0.01589692974830876,1028.7083273883711,0.0001969003337571713,0.95,0.002,23017.385331300848
Albula_glossodonta,0.004657964724099375,2076.481666431387,0.0008837347127369353,0.95,0.0014209,11862.458922195303
Albula_vulpes,0.001304282574025831,1052.3498408268115,0.0005996537129153662,0.95,0.00039057,8592.17574591682
Alburnoides_bipunctatus,0.006445945024593206,11.985966784122866,0.0011258904151149563,0.95,0.002,35.04697604203406
Alburnoides_eichwaldii_Kaboudval,0.9043125724914906,24.518767276183002,0.003621723960133912,0.95,0.002,26.39512409886454
Alburnoides_eichwaldii_ShirAbad,0.3999073595193096,17.445088632348288,0.0035041798110731293,0.95,0.002,25.235972925128443
Alburnoides_eichwaldii_Tajan,0.04201666682262308,16.856421803562235,0.0017657431533490012,0.95,0.002,97.33087899198348
Alburnoides_eichwaldii_ZarrinGol,0.006582097508858675,0.3846660785182878,0.0011951009083541395,0.95,0.002,16.824511548178247
Alburnoides_namaki,0.004390351737603808,6.052285923261754,0.0014274594725715922,0.95,0.0012857,11.397030775220129
Alburnoides_qanati,0.0024542104416321146,6.50905404909715,0.0008991889181094788,0.95,0.00074148,23.417485237488112
Alburnoides_tabarestanensis,0.0017371443271276862,6.445594854841408,0.0006807844717131877,0.95,0.00050358,7.983362823694476
Alburnus_alburnus,0.009299511086627186,19.150472278639977,0.0009184438392195461,0.95,0.002,59.782436439748025
Alburnus_baliki,0.002812793074848238,13.305736880561726,0.0007527980937118896,0.95,0.002,48.10439114412025
Alburnus_belvica,0.002869641200687934,5.993372447371522,0.0006677776439763182,0.95,0.002,23.700066517588606
Alburnus_chalcoides,0.003885606498843407,171.81404051413514,0.0005855619995846894,0.95,0.002,634.2707527547401
Alburnus_mossulensis,0.005545337019613124,46.92412889210462,0.0014485110662277965,0.95,0.002,148.6114491872229
Alburnus_tarichi,0.005069068848073779,14.078714584393122,0.0013356389297479673,0.95,0.002,207.072508064666
Alburnus_vistonicus,0.0030310322948571343,28.161558015948984,0.0008648230956983174,0.95,0.002,97.78905378673599
Alca_torda,0.08531738867940576,0.002746383239415738,0.017122655800195303,0.95,0.025774,719.6375933808577
Alcedo_atthis,0.5907335997412912,0.01785164065793357,0.04477043325374557,0.95,0.002,44.19853999703032
Alcedo_meninting,0.19747427837433537,0.013424805489062294,0.0450920871198417,0.95,0.002,19.403618079148274
Alcelaphus_buselaphus,0.7144033507354628,0.00547350569880572,0.009194460139242494,0.95,0.002,20082.379494000863
Alces_alces,0.005792876899914723,0.0035556230242560364,0.004463118570422637,0.95,0.002,375833.25732218276
Alcippe_grotei,1.499907101524911,0.008044960156153145,0.0976264709333744,0.95,0.002,15.660264316503957
Aldabrachelys_gigantea,0.00024311219633584778,0.05500904131825045,7.975860590709882e-5,0.95,7.3078e-5,152514.85318356063
Aldrichetta_forsteri,0.003225268563956824,1744.546280843575,0.0010033156657285186,0.95,0.002,943.3980647398924
Aleadryas_rufinucha,0.13613658261128495,0.005474112852421875,0.04299884963170877,0.95,0.002,39.69140009478778
Alectoris_chukar,0.11100133950159148,0.04755344981727425,0.022245177870144125,0.95,0.033272,528.6714431112978
Alectoris_graeca,0.659334184820355,0.04545691957813244,0.02886322009010276,0.95,0.19644,572.8193811210608
Alectoris_rufa,0.35695564216173026,0.04837182729321861,0.026615241587145486,0.95,0.10729,424.30106353320093
Alectrias_alectrolophus,0.006889214925710026,0.36289627066658264,0.0012357494785897709,0.95,0.002,12.52586246121843
Alectura_lathami,0.0028048819206720026,0.05465811470378148,0.005195947433902313,0.95,0.00083393,2329.8353163665743
Alepes_djedaba,0.004828793031243558,1685.5015619238234,0.002088196502962142,0.95,0.002,727.1155632262277
Alepes_kleinii,0.004219821669718859,250.43066142517839,0.0023259570407294225,0.95,0.002,65.0623410245127
Alepocephalus_bairdii,0.003563499583385116,19.159177543134913,0.00014842362249478997,0.95,0.002,7631.94025431496
Alepocephalus_rostratus,0.0035924689266220644,0.9112094296296507,0.000181360077228277,0.95,0.002,764.4858435972279
Alestes_baremoze,0.002390196408532746,534.306905237191,0.0015409627044949883,0.95,0.002,885.1439098658192
Alestes_dentex,0.0037342202788509565,547.7887617469229,0.0020988462938103195,0.95,0.002,1916.8211349323246
Alestes_macrophthalmus,0.0052249602132683716,598.8231652332495,0.0011933969048031413,0.95,0.002,2954.086069170904
Alinda_biplicata,0.014741151027990394,0.054644930193539394,0.004556053866705636,0.475,0.002,0.147808168836009
Alle_alle,0.08526145738815748,0.002948679403247635,0.033355936025564026,0.95,0.024782,145.6281731509348
Alligator_mississippiensis,0.0034705413490243157,0.15160328814550436,0.0005178994540258318,0.95,0.002,86898.2332481367
Alligator_sinensis,0.0013955260386264363,0.0825042757345053,0.0005354087071547969,0.95,0.00042169,23043.53226063075
Allocareproctus_jordani,0.24520468520627245,1.1071056031781024,0.0008694725008246403,0.95,0.002,917.1316992964307
Allocyttus_niger,0.012870877855793892,143.4019610136649,0.00025835152474682464,0.95,0.002,1762.7470228646953
Allocyttus_verrucosus,0.004275941590663514,79.28053777070652,0.00015723785280703087,0.95,0.002,1243.0037848922545
Alloteuthis_africana,0.003186543907469723,9912.071816596117,0.0011643716360260532,0.95,0.002,2321.9413400714793
Alloteuthis_subulata,0.0023091512609995013,89112.41521676267,0.00044019705602034746,0.95,0.002,29817.424865036435
Allothunnus_fallai,0.002834083254882044,2773.6031590333823,0.0003965367820323187,0.95,0.002,13775.98447954778
Alona_iheringula,1.1677988770202885,1.0929581452298347,0.262738290315169,0.95,0.002,1.7300680141820912e-5
Alonella_excisa,0.5662606788558232,0.8937436141308472,0.12760632361096377,0.95,0.002,1.456018954065268e-5
Alophoixus_bres,0.12030508550643211,0.005483212598276403,0.042313278594131,0.95,0.002,35.446924568995556
Alophoixus_ochraceus,0.23791791173769636,0.005482982564441965,0.04668289184686037,0.95,0.002,41.520198514111
Alopias_pelagicus,0.0021615931614142815,0.0026714808699091976,0.00048657429473363163,0.95,0.002,129157.0647907672
Alopias_superciliosus,0.004539382858205864,0.007984326513505207,0.0002472359494172145,0.95,0.002,235291.18269091562
Alopias_vulpinus,0.0035464019136109423,0.005402632869396181,0.00037610623667634494,0.95,0.002,272875.86039666
Alosa_aestivalis,0.009332725779659405,532.0048618873415,0.0012963006286131925,0.95,0.002,239.89667520972165
Alosa_alabamae,0.017690529045316577,1017.9739348402297,0.0019111619551539975,0.95,0.002,3168.659171789797
Alosa_alosa,0.19330327442684295,488.9565441098481,0.0010038078152090455,0.95,0.002,5011.860392618251
Alosa_chrysochloris,0.004525299623813836,815.6573201472719,0.0006245244800501281,0.95,0.002,1630.0394826353597
Alosa_fallax,0.03371193591846206,518.4609718470572,0.0007729684752220358,0.95,0.002,1573.4617983430383
Alosa_immaculata,0.06321319621009723,371.0519061578664,0.001373291856723557,0.95,0.002,757.3245734042224
Alosa_kessleri,0.04782963585475763,827.0085525605971,0.0010182663576165014,0.95,0.002,1609.2371778280342
